Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
SP97749	363	0.984	86.455	23.817%	16.144	17.632%	0.08022	0.981
SP49235	427	0.99	87.612	20.518%	16.204	13.842%	0.06748	0.989
SP50177	501	0.988	107.281	21.413%	19.196	15.683%	0.07203	0.984
SP97775	1006	0.984	219.352	21.804%	44.42	18.297%	0.058	0.979
SP97685	501	0.98	121.17	24.186%	24.383	20.166%	0.08249	0.975
SP97747	585	0.989	117.095	20.016%	21.017	14.9%	0.06072	0.986
SP97771	676	0.992	119.057	17.612%	19.722	12.468%	0.05415	0.99
SP97681	695	0.99	123.329	17.745%	22.01	14.293%	0.04207	0.987
SP98082	641	0.99	130.396	20.343%	24.519	14.339%	0.06096	0.988
SP49334	484	0.991	98.647	20.382%	16.747	13.035%	0.06623	0.99
SP49124	1280	0.978	331.889	25.929%	70.953	21.331%	0.08545	0.974
SP115501	580	0.998	106.041	18.283%	17.601	6.331%	0.07921	0.998
SP98305	1161	0.999	143.132	12.328%	20.869	4.642%	0.03044	0.999
SP49247	903	0.995	147.546	16.34%	24.848	9.71%	0.04697	0.994
SP49328	568	0.991	132.985	23.413%	23.133	14.493%	0.07495	0.99
SP98092	551	0.989	130.76	23.731%	22.206	15.998%	0.08021	0.986
SP120755	139	0.925	57.537	41.394%	11.93	38.09%	0.2853	0.9
SP49417	674	0.991	138.826	20.597%	24.133	13.569%	0.06573	0.99
SP49175	642	0.997	126.433	19.694%	23.994	7.737%	0.06854	0.997
SP49223	285	0.988	94.154	33.036%	18.661	18.944%	0.14859	0.988
SP49187	417	0.986	99.671	23.902%	16.641	16.852%	0.0986	0.982
SP49157	710	0.994	119.74	16.865%	20.006	11.453%	0.05025	0.992
SP49379	651	0.993	132.451	20.346%	27.877	11.797%	0.06615	0.992
SP49541	834	0.994	169.553	20.33%	29.279	12.961%	0.05248	0.993
SP98164	882	0.995	131.241	14.88%	23.211	10.527%	0.04149	0.993
SP49481	182	0.946	67.855	37.283%	12.933	32.64%	0.17663	0.927
SP98078	785	0.989	150.039	19.113%	24.882	15.2%	0.05207	0.985
SP106677	498	0.992	110.009	22.09%	18.173	12.974%	0.09108	0.99
SP106743	267	0.968	110.98	41.566%	20.026	28.352%	0.23288	0.963
SP98359	702	0.999	86.977	12.39%	13.129	5.526%	0.03788	0.998
SP98192	442	0.998	110.821	25.073%	22.846	8.556%	0.11517	0.998
SP98053	761	0.993	151.818	19.95%	25.581	11.915%	0.05509	0.992
SP106631	425	0.985	84.396	19.858%	16.547	17.568%	0.07486	0.98
SP49551	482	0.993	95.395	19.791%	16.897	12.021%	0.07279	0.992
SP49651	798	0.95	278.592	34.911%	74.007	33.701%	0.16408	0.942
SP98265	848	0.994	163.153	19.24%	30.585	11.494%	0.06015	0.993
SP98297	754	0.993	126.307	16.752%	21.408	12.397%	0.04985	0.991
SP98060	90	0.87	56.641	62.934%	9.999	50.374%	0.52603	0.825
SP98289	758	0.976	193.802	25.568%	40.516	22.065%	0.07807	0.97
SP115498	922	0.996	159.326	17.28%	26.804	9.84%	0.06063	0.995
SP98096	735	0.996	131.348	17.87%	20.873	9.393%	0.05449	0.996
SP49114	1096	0.99	176.236	16.08%	32.452	14.206%	0.04253	0.986
SP98090	1879	0.999	211.233	11.242%	40.083	5.016%	0.03301	0.999
SP49286	603	0.989	130.474	21.637%	21.461	15.047%	0.07154	0.985
SP49469	682	0.994	130.033	19.066%	22.027	10.882%	0.04954	0.993
SP49205	370	0.994	86.071	23.262%	15.25	12.052%	0.09703	0.994
SP98327	610	0.986	133.566	21.896%	25.279	17.028%	0.05966	0.983
SP49449	395	0.999	74.724	18.917%	12.366	5.456%	0.10329	0.999
SP49391	332	0.982	92.749	27.936%	15.896	19.187%	0.11837	0.977
SP49531	1095	0.997	158.703	14.493%	30.313	7.908%	0.03836	0.997
SP49322	633	0.998	104.901	16.572%	20.569	7.617%	0.05438	0.997
SP49433	380	0.996	71.783	18.89%	11.647	9.365%	0.07906	0.995
SP109384	344	0.986	90.125	26.199%	15.829	16.796%	0.1227	0.984
SP98065	615	0.981	140.364	22.823%	28.263	19.279%	0.09758	0.976
SP49591	399	0.989	92.018	23.062%	16.801	14.465%	0.10528	0.988
SP49385	631	0.977	151.438	24.0%	30.489	21.505%	0.07392	0.969
SP98313	630	0.999	112.317	17.828%	20.316	6.023%	0.07895	0.999
SP49119	618	0.997	98.31	15.908%	15.494	8.084%	0.06322	0.996
SP109301	751	0.996	103.336	13.76%	17.702	8.461%	0.0386	0.996
SP115830	574	0.996	115.513	20.124%	19.72	8.73%	0.06512	0.996
SP49229	899	0.999	139.042	15.466%	23.922	3.95%	0.06408	0.999
SP98853	930	0.993	162.396	17.462%	29.638	12.198%	0.04482	0.991
SP98855	483	0.996	94.895	19.647%	15.944	9.259%	0.08471	0.995
SP98859	440	0.995	102.057	23.195%	18.244	10.74%	0.11575	0.995
SP98865	283	0.989	75.917	26.826%	13.616	15.001%	0.1222	0.987
SP98879	545	0.988	119.978	22.014%	18.497	15.952%	0.08352	0.984
SP98871	405	0.981	112.352	27.741%	22.89	19.427%	0.10158	0.978
SP98867	815	0.994	170.184	20.881%	28.412	11.262%	0.06213	0.993
SP98861	773	0.974	181.868	23.528%	38.399	22.883%	0.06447	0.965
SP98877	528	0.987	108.394	20.529%	19.771	15.913%	0.07551	0.984
SP98889	813	0.992	154.35	18.985%	28.014	12.734%	0.05382	0.99
SP98887	927	0.995	150.603	16.246%	25.945	10.117%	0.04634	0.994
SP98875	809	0.995	132.337	16.358%	24.568	10.436%	0.0442	0.994
SP98851	120	0.976	46.721	38.934%	7.333	23.166%	0.21763	0.971
SP98833	354	0.966	117.734	33.258%	19.867	28.261%	0.16831	0.954
SP98873	753	0.991	129.892	17.25%	26.64	13.511%	0.05133	0.989
SP98883	741	0.997	122.074	16.474%	19.715	7.466%	0.05475	0.997
SP98849	307	0.971	91.191	29.704%	16.308	24.227%	0.12484	0.961
SP98869	491	0.997	95.388	19.427%	15.779	8.236%	0.06636	0.996
SP98893	894	0.995	164.366	18.385%	29.368	10.177%	0.05577	0.994
SP98847	477	0.995	91.739	19.232%	14.718	10.383%	0.06603	0.994
SP98881	818	0.989	145.838	17.829%	28.061	15.004%	0.05266	0.986
SP98841	378	0.975	117.118	30.984%	21.939	24.708%	0.11365	0.969
SP98845	9214	1.0	936.083	10.159%	331.429	6.031%	1000.0	1.0
SP98839	537	0.969	160.017	29.798%	28.336	25.757%	0.11696	0.958
SP98843	430	0.985	101.489	23.602%	18.634	17.59%	0.11249	0.982
SP98863	228	0.992	66.183	29.028%	10.994	12.666%	0.1557	0.991
SP98891	604	0.99	123.613	20.466%	21.067	14.232%	0.06135	0.987
SP98885	713	0.991	138.92	19.484%	24.004	13.516%	0.06233	0.989
SP107047	807	0.994	119.214	14.772%	20.057	10.535%	0.04438	0.993
SP107050	535	0.992	110.26	20.609%	20.267	13.104%	0.08645	0.991
SP99261	601	0.989	124.86	20.775%	21.807	15.212%	0.05629	0.986
SP107052	462	0.993	107.844	23.343%	17.894	12.347%	0.09484	0.993
SP99269	484	0.994	89.94	18.583%	15.211	11.771%	0.07403	0.994
SP99271	291	0.977	84.512	29.042%	16.233	21.979%	0.12525	0.973
SP107056	926	0.996	148.154	15.999%	24.301	8.748%	0.0435	0.996
SP107060	592	0.995	110.366	18.643%	18.562	10.249%	0.06561	0.994
SP99279	586	0.995	101.002	17.236%	17.161	10.462%	0.06153	0.994
SP107063	358	0.976	101.821	28.442%	19.041	21.668%	0.11624	0.97
SP107068	552	0.998	85.155	15.427%	13.946	6.615%	0.05565	0.998
SP107071	776	0.988	158.594	20.437%	28.531	15.811%	0.05825	0.984
SP107073	49	0.916	28.504	58.171%	5.137	40.485%	0.49689	0.897
SP98896	980	0.997	125.557	12.812%	22.652	7.721%	0.03213	0.997
SP99003	842	0.997	144.832	17.201%	23.696	7.27%	0.05748	0.997
SP107076	1730	0.983	363.107	20.989%	82.154	19.757%	0.04137	0.979
SP107078	326	0.987	76.804	23.56%	13.57	15.946%	0.08879	0.984
SP107080	782	0.983	187.037	23.918%	37.482	19.312%	0.0612	0.98
SP98898	706	0.995	124.799	17.677%	20.884	10.287%	0.05387	0.994
SP107084	631	0.987	144.088	22.835%	26.105	16.352%	0.08055	0.983
SP107088	262	0.982	79.768	30.446%	12.893	19.19%	0.14266	0.977
SP107091	655	0.997	94.972	14.5%	15.345	8.123%	0.05562	0.996
SP107094	204	0.988	53.815	26.38%	9.403	15.29%	0.13607	0.986
SP112224	573	0.988	120.829	21.087%	21.295	15.527%	0.08154	0.985
SP107097	534	0.99	116.083	21.738%	20.271	13.818%	0.08046	0.989
SP107101	1218	0.991	243.497	19.992%	46.389	14.585%	0.04731	0.99
SP98900	560	0.99	116.615	20.824%	23.295	14.326%	0.0739	0.988
SP107104	404	0.985	104.832	25.949%	17.279	17.641%	0.09917	0.981
SP107109	292	0.995	61.171	20.949%	10.646	10.072%	0.1047	0.994
SP107111	667	0.994	117.721	17.649%	24.164	11.346%	0.06099	0.993
SP107115	17	0.711	17.942	105.541%	3.569	74.419%	1.57497	0.656
SP98902	863	0.991	148.801	17.242%	27.487	13.694%	0.04571	0.988
SP107119	728	0.998	95.09	13.062%	15.228	6.068%	0.04192	0.998
SP98904	319	0.941	104.547	32.773%	23.287	34.051%	0.16621	0.919
SP98909	854	0.99	152.694	17.88%	28.213	13.825%	0.04459	0.988
SP107121	999	0.995	166.433	16.66%	28.897	10.974%	0.03905	0.994
SP107123	600	0.994	114.099	19.016%	20.395	11.233%	0.05732	0.993
SP98907	913	0.993	150.814	16.519%	26.132	11.704%	0.04992	0.991
SP107132	100	0.956	44.953	44.953%	7.756	29.613%	0.30733	0.946
SP107136	873	0.996	119.962	13.741%	20.218	9.318%	0.04382	0.995
SP107141	256	0.988	65.479	25.578%	10.791	15.931%	0.11072	0.986
SP98913	710	0.993	122.842	17.302%	21.142	12.343%	0.05346	0.991
SP107146	594	0.993	117.911	19.85%	20.226	11.695%	0.0625	0.992
SP107150	493	0.991	102.525	20.796%	18.293	14.667%	0.07273	0.989
SP98915	426	0.995	87.441	20.526%	15.698	10.259%	0.09395	0.994
SP107152	676	0.993	121.202	17.929%	22.464	12.01%	0.053	0.992
SP107155	435	0.988	115.061	26.451%	19.451	15.295%	0.1117	0.986
SP112125	398	0.987	86.163	21.649%	15.165	16.451%	0.07048	0.983
SP98921	389	0.988	96.662	24.849%	15.833	15.846%	0.1013	0.985
SP112130	496	0.995	80.046	16.138%	13.502	10.044%	0.05377	0.994
SP112133	656	0.984	137.43	20.95%	25.266	17.765%	0.05751	0.979
SP98925	343	0.991	87.358	25.469%	14.915	13.632%	0.13551	0.99
SP112138	464	0.998	70.644	15.225%	11.261	6.424%	0.06125	0.998
SP112141	847	0.976	210.48	24.85%	44.29	23.37%	0.13384	0.969
SP98927	686	0.99	144.387	21.048%	27.033	14.754%	0.06752	0.988
SP112147	540	0.986	116.388	21.553%	23.736	16.737%	0.05393	0.984
SP112152	457	0.995	109.586	23.979%	19.178	12.212%	0.08808	0.994
SP112156	344	0.989	77.821	22.622%	14.424	15.089%	0.08616	0.986
SP98933	494	0.995	81.439	16.486%	13.988	10.156%	0.05418	0.994
SP112160	569	0.994	107.153	18.832%	19.937	11.118%	0.0663	0.993
SP98937	150	0.957	55.863	37.242%	10.024	29.132%	0.21567	0.943
SP112165	490	0.995	91.947	18.765%	14.586	9.981%	0.06512	0.994
SP112168	866	0.993	149.047	17.211%	26.286	11.779%	0.04333	0.992
SP98941	902	0.996	138.294	15.332%	23.039	9.68%	0.04347	0.995
SP112170	940	0.994	145.487	15.477%	26.315	11.1%	0.04199	0.992
SP112174	361	0.978	95.184	26.367%	16.694	20.988%	0.09217	0.971
SP98945	334	0.991	80.7	24.162%	13.81	13.747%	0.1248	0.989
SP112178	1085	0.993	168.003	15.484%	30.398	12.48%	0.03427	0.991
SP112180	675	0.997	106.937	15.843%	17.658	8.459%	0.04468	0.996
SP98949	924	0.998	123.573	13.374%	19.532	7.51%	0.03259	0.997
SP112182	464	0.993	77.8	16.767%	13.116	11.685%	0.06121	0.991
SP98953	1206	0.999	159.677	13.24%	28.47	5.042%	0.03773	0.999
SP112186	573	0.992	111.464	19.453%	19.716	12.626%	0.07692	0.99
SP98955	1527	0.995	194.822	12.758%	34.806	10.129%	0.0276	0.994
SP112188	325	0.983	78.795	24.245%	14.414	18.496%	0.08822	0.978
SP112190	1073	0.996	130.907	12.2%	21.78	8.886%	0.03199	0.995
SP112192	683	0.989	149.503	21.889%	24.408	15.405%	0.06876	0.985
SP112194	699	0.994	117.028	16.742%	20.399	10.728%	0.05954	0.993
SP98959	292	0.99	73.65	25.223%	13.102	14.273%	0.11688	0.988
SP112196	790	0.994	125.851	15.931%	23.636	11.071%	0.0455	0.993
SP112198	459	0.985	99.51	21.68%	17.406	17.133%	0.0726	0.98
SP112201	212	0.977	64.57	30.458%	11.062	21.529%	0.15836	0.97
SP98965	716	0.993	160.607	22.431%	27.784	12.47%	0.06138	0.992
SP112205	637	0.992	120.247	18.877%	22.426	12.672%	0.06759	0.99
SP112208	880	0.997	137.88	15.668%	23.432	8.556%	0.04938	0.996
SP98967	404	0.988	92.837	22.979%	17.623	15.54%	0.07218	0.986
SP112210	922	0.995	134.401	14.577%	25.987	9.752%	0.03901	0.994
SP112211	876	0.995	162.594	18.561%	27.415	10.765%	0.04145	0.994
SP98973	1692	0.987	347.689	20.549%	67.809	16.489%	0.06223	0.984
SP112213	677	0.991	133.98	19.79%	22.64	14.401%	0.06794	0.988
SP50097	1429	0.992	241.263	16.883%	46.098	12.497%	0.05347	0.991
SP112215	675	0.993	111.521	16.522%	19.327	12.292%	0.04291	0.992
SP112217	917	0.992	142.933	15.587%	25.77	12.47%	0.04635	0.99
SP98975	377	0.983	104.725	27.779%	18.57	18.95%	0.10215	0.979
SP112219	999	0.993	157.824	15.798%	27.941	12.184%	0.04402	0.991
SP112221	235	0.982	70.979	30.204%	11.77	19.187%	0.17102	0.978
SP112228	665	0.994	112.023	16.846%	18.075	11.094%	0.05103	0.992
SP50099	737	0.997	129.426	17.561%	22.206	8.109%	0.05697	0.997
SP98981	481	0.994	104.946	21.818%	17.062	12.446%	0.08571	0.993
SP112234	931	0.995	138.312	14.856%	23.11	9.912%	0.03788	0.994
SP98985	765	0.996	121.054	15.824%	20.102	9.399%	0.04364	0.995
SP112237	436	0.986	113.024	25.923%	22.885	16.43%	0.11446	0.985
SP98989	337	0.995	87.499	25.964%	14.668	10.996%	0.14632	0.994
SP112241	554	0.994	129.857	23.44%	23.134	11.293%	0.09534	0.993
SP112245	295	0.986	81.235	27.537%	14.999	17.028%	0.14403	0.983
SP98991	289	0.979	74.892	25.914%	14.123	20.328%	0.09316	0.974
SP112248	720	0.992	119.043	16.534%	21.575	12.707%	0.03687	0.99
SP112051	771	0.994	125.017	16.215%	20.82	10.957%	0.04603	0.993
SP98997	961	0.994	115.094	11.976%	23.644	11.336%	0.02957	0.991
SP112252	921	0.998	118.573	12.874%	20.074	6.697%	0.03403	0.998
SP99001	315	0.987	86.617	27.497%	14.171	16.702%	0.1187	0.984
SP112257	48	0.833	36.487	76.015%	7.325	55.531%	0.78151	0.797
SP99007	384	0.994	78.707	20.497%	13.074	11.34%	0.0776	0.993
SP112261	310	0.978	87.067	28.086%	13.963	20.829%	0.1312	0.97
SP50101	515	0.983	120.189	23.338%	20.241	18.484%	0.0689	0.977
SP112265	553	0.996	93.65	16.935%	15.053	9.857%	0.05609	0.995
SP112268	776	0.987	172.443	22.222%	28.387	17.147%	0.05685	0.984
SP99011	856	0.994	131.972	15.417%	21.537	11.402%	0.03859	0.991
SP112269	682	0.988	163.36	23.953%	29.732	15.617%	0.07227	0.986
SP99013	826	0.99	180.556	21.859%	28.411	13.876%	0.05936	0.988
SP112273	1301	0.998	152.879	11.751%	26.058	5.705%	0.02651	0.998
SP112274	162	0.953	58.671	36.217%	11.474	30.406%	0.19872	0.939
SP50105	584	0.991	116.295	19.914%	18.592	13.454%	0.0686	0.988
SP112276	205	0.985	57.652	28.123%	9.895	17.55%	0.1317	0.982
SP99019	639	0.994	127.165	19.901%	22.931	10.888%	0.05967	0.994
SP99021	531	0.992	106.709	20.096%	17.603	13.06%	0.08164	0.99
SP112283	212	0.963	76.777	36.216%	14.026	27.539%	0.18784	0.954
SP112288	605	0.992	125.097	20.677%	21.471	12.818%	0.06977	0.99
SP99025	644	0.995	114.787	17.824%	19.883	10.438%	0.0603	0.994
SP112290	1036	0.995	149.888	14.468%	25.992	10.312%	0.04275	0.994
SP99029	461	0.988	111.697	24.229%	20.314	16.256%	0.10766	0.985
SP99033	666	0.991	127.407	19.13%	23.488	13.328%	0.05514	0.989
SP99037	142	0.95	56.075	39.489%	10.136	32.053%	0.26127	0.935
SP99041	553	0.995	89.403	16.167%	14.187	9.624%	0.05574	0.994
SP99045	827	0.994	142.068	17.179%	24.59	11.248%	0.05341	0.992
SP112300	382	0.992	100.016	26.182%	18.224	13.149%	0.1041	0.991
SP99049	849	0.99	149.281	17.583%	25.206	13.895%	0.04522	0.987
SP112304	599	0.993	114.591	19.13%	19.811	12.182%	0.05617	0.991
SP50107	981	0.994	152.017	15.496%	25.452	10.544%	0.04175	0.993
SP112310	736	0.985	142.561	19.37%	29.08	17.364%	0.04863	0.98
SP99053	409	0.989	87.278	21.339%	15.664	14.959%	0.07456	0.986
SP99057	129	0.911	63.851	49.497%	12.31	41.333%	0.31137	0.883
SP99061	1312	0.993	217.92	16.61%	37.048	11.977%	0.04612	0.991
SP50109	560	0.989	106.298	18.982%	19.066	14.551%	0.07463	0.986
SP99065	483	0.993	101.067	20.925%	17.168	11.632%	0.08889	0.992
SP106993	1016	0.996	147.66	14.533%	25.353	9.487%	0.04062	0.995
SP50111	445	0.997	87.479	19.658%	15.576	8.413%	0.09777	0.996
SP99069	810	0.99	158.792	19.604%	27.856	14.44%	0.06302	0.987
SP99073	729	0.993	133.491	18.312%	22.643	12.157%	0.06884	0.992
SP99077	473	0.987	103.432	21.867%	18.179	15.866%	0.07771	0.984
SP99081	569	0.993	106.377	18.695%	18.202	12.252%	0.07128	0.991
SP99085	801	0.995	153.224	19.129%	25.074	10.889%	0.06518	0.994
SP99089	572	0.995	106.654	18.646%	18.017	10.172%	0.05807	0.994
SP99093	624	0.98	149.895	24.022%	30.492	20.114%	0.08314	0.975
SP99097	238	0.997	55.368	23.264%	9.13	8.366%	0.114	0.996
SP99101	529	0.999	99.555	18.819%	16.959	5.751%	0.0721	0.999
SP106998	802	0.98	210.172	26.206%	42.858	19.957%	0.08613	0.977
SP99105	325	0.988	80.72	24.837%	13.861	15.714%	0.08933	0.986
SP99109	822	0.997	138.307	16.826%	23.932	7.79%	0.04969	0.997
SP50113	1155	0.993	188.659	16.334%	32.468	11.75%	0.03652	0.991
SP50115	461	0.99	95.198	20.65%	15.927	14.062%	0.07201	0.988
SP50117	595	0.994	110.55	18.58%	18.747	11.416%	0.0611	0.993
SP107004	698	0.993	124.7	17.865%	20.488	11.551%	0.05962	0.992
SP99117	582	0.988	127.586	21.922%	26.338	15.404%	0.06553	0.986
SP99121	778	0.997	108.473	13.943%	17.703	8.11%	0.03624	0.996
SP107007	816	0.995	117.123	14.353%	20.316	9.94%	0.03358	0.994
SP99125	495	0.982	120.262	24.295%	23.097	19.496%	0.0761	0.978
SP99129	758	0.996	133.79	17.65%	21.54	9.367%	0.05338	0.996
SP99133	478	0.982	116.855	24.447%	20.327	18.986%	0.09017	0.976
SP50119	616	0.993	115.113	18.687%	19.692	12.383%	0.0572	0.991
SP99137	831	0.992	135.996	16.365%	25.265	12.563%	0.04668	0.99
SP50121	329	0.983	93.75	28.495%	16.813	18.57%	0.10864	0.98
SP50123	854	0.997	134.628	15.764%	21.136	7.609%	0.05317	0.997
SP99141	611	0.997	107.242	17.552%	17.257	8.381%	0.06549	0.996
SP50125	609	0.993	106.448	17.479%	19.191	12.291%	0.04986	0.991
SP99145	446	0.997	96.895	21.725%	16.186	8.733%	0.08162	0.997
SP99149	604	0.991	113.812	18.843%	20.726	13.197%	0.06984	0.989
SP50129	581	0.996	91.598	15.766%	17.018	9.713%	0.04461	0.995
SP99153	270	0.963	91.129	33.751%	16.515	27.15%	0.18844	0.951
SP99157	494	0.994	91.385	18.499%	15.52	11.095%	0.06322	0.993
SP99161	466	0.995	85.399	18.326%	13.311	10.531%	0.05607	0.993
SP99165	508	0.99	115.485	22.733%	18.743	14.323%	0.07303	0.987
SP50131	1329	0.998	140.904	10.602%	22.608	5.625%	0.02563	0.998
SP50133	361	0.994	72.855	20.181%	12.083	10.929%	0.07773	0.993
SP99169	164	0.974	54.537	33.254%	9.946	22.616%	0.16674	0.969
SP50135	458	0.99	89.046	19.442%	15.095	14.444%	0.05827	0.986
SP50137	275	0.994	84.963	30.896%	15.59	14.499%	0.2118	0.994
SP99173	572	0.993	107.795	18.845%	18.319	12.398%	0.05188	0.991
SP99177	600	0.992	128.302	21.384%	23.591	12.564%	0.07596	0.991
SP99181	407	0.988	93.271	22.917%	16.085	15.799%	0.11303	0.985
SP50139	271	0.97	91.026	33.589%	16.326	25.334%	0.15288	0.963
SP107010	631	0.99	125.429	19.878%	22.808	14.529%	0.06801	0.988
SP99189	239	0.987	58.855	24.626%	9.695	16.556%	0.14324	0.984
SP50141	30	0.749	25.51	85.033%	4.859	67.382%	0.69608	0.673
SP99193	402	0.992	98.172	24.421%	16.265	13.223%	0.11555	0.991
SP50145	424	0.982	96.624	22.789%	18.799	18.735%	0.08448	0.978
SP50147	805	0.991	141.814	17.617%	25.105	13.487%	0.048	0.989
SP107012	29773	1.0	1549.869	5.206%	426.749	2.348%	0.00588	1.0
SP50149	701	0.992	128.108	18.275%	23.367	12.368%	0.06267	0.991
SP107017	432	0.99	98.05	22.697%	18.659	14.364%	0.06471	0.988
SP107019	661	0.994	115.42	17.461%	19.943	10.766%	0.05835	0.993
SP107023	458	0.984	117.371	25.627%	20.098	17.925%	0.08682	0.98
SP50151	410	0.979	101.756	24.819%	20.489	20.647%	0.08992	0.973
SP50153	812	0.993	135.179	16.648%	24.442	11.418%	0.04838	0.992
SP99197	1720	0.996	200.836	11.677%	37.206	8.884%	0.02129	0.996
SP50155	983	0.99	160.152	16.292%	31.742	13.84%	0.03944	0.988
SP99201	366	0.992	98.682	26.962%	17.671	13.182%	0.16165	0.991
SP50157	511	0.982	118.284	23.148%	21.612	18.701%	0.0747	0.977
SP99205	321	0.985	82.845	25.808%	15.325	17.723%	0.12873	0.982
SP50159	733	0.992	139.896	19.085%	24.114	12.333%	0.05716	0.991
SP50161	734	0.99	132.366	18.034%	22.593	14.145%	0.05021	0.987
SP107025	614	0.977	132.117	21.517%	26.851	21.271%	0.05847	0.968
SP107028	134	0.953	45.923	34.271%	8.54	30.578%	0.1481	0.934
SP50163	536	0.994	89.685	16.732%	15.404	11.393%	0.05078	0.992
SP99217	276	0.989	76.123	27.581%	12.236	15.379%	0.12642	0.987
SP50165	611	0.987	135.975	22.255%	22.642	17.465%	0.06277	0.983
SP107030	467	0.988	109.133	23.369%	19.043	15.217%	0.13325	0.986
SP50167	616	0.992	110.469	17.933%	18.741	13.201%	0.05986	0.99
SP99229	519	0.997	96.202	18.536%	15.709	7.348%	0.07178	0.997
SP99233	455	0.991	98.06	21.552%	16.461	13.643%	0.10525	0.989
SP107032	93	0.94	46.507	50.008%	7.217	34.367%	0.44905	0.921
SP50169	779	0.989	141.402	18.152%	27.042	15.011%	0.0492	0.986
SP50171	721	0.994	125.373	17.389%	21.649	11.466%	0.05027	0.993
SP50173	347	0.979	99.385	28.641%	17.837	20.419%	0.12313	0.974
SP50175	66	0.918	36.417	55.177%	6.545	39.832%	0.37324	0.897
SP107034	321	0.976	94.184	29.341%	16.722	21.63%	0.12114	0.97
SP50179	513	0.991	106.269	20.715%	19.668	13.408%	0.07174	0.989
SP99237	446	0.986	109.717	24.6%	18.338	17.01%	0.0873	0.983
SP107037	736	0.991	117.739	15.997%	21.244	13.735%	0.05133	0.988
SP107041	386	0.995	79.532	20.604%	13.464	10.153%	0.08727	0.994
SP50181	503	0.981	125.164	24.883%	23.123	19.417%	0.08247	0.976
SP99249	481	0.993	96.986	20.163%	16.853	11.51%	0.07848	0.992
SP99253	679	0.996	97.263	14.324%	17.379	8.923%	0.04739	0.995
SP50183	710	0.991	140.174	19.743%	25.697	13.83%	0.06987	0.989
SP99257	1060	0.993	185.064	17.459%	34.503	12.13%	0.04322	0.992
SP107044	241	0.957	88.197	36.596%	15.916	29.449%	0.23685	0.944
SP50185	520	0.993	97.283	18.708%	17.997	12.963%	0.04866	0.991
CPCT02020315T	811	0.994	149.455	18.428%	24.146	12.361%	0.05278	0.993
CPCT02020321T	71	0.935	51.072	71.932%	8.848	39.53%	0.49978	0.931
CPCT02020330T	777	0.994	147.176	18.942%	24.919	11.358%	0.05636	0.994
CPCT02010372T	1059	0.992	273.781	25.853%	55.863	16.291%	0.07833	0.992
CPCT02020326T	788	0.995	143.033	18.151%	25.592	10.498%	0.05314	0.994
CPCT02020403T	728	0.98	168.717	23.175%	32.324	20.457%	0.07729	0.973
CPCT02040063T	1323	0.996	186.995	14.134%	29.392	9.696%	0.02751	0.995
CPCT02060054T	1294	0.992	208.482	16.111%	36.993	12.579%	0.03336	0.99
CPCT02060053T	372	0.996	91.793	24.676%	16.35	9.449%	0.11224	0.996
